CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1_ave	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	min_dist	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	opt_method	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1_ave	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1_ave	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
1	Broyden	0	-0.0465070012	-76.36858613	-92.7024	5.43470887	YY	9	0.3084390359	self-energy	sharp_wc_5_b_50	3.0461	2	1.19205981	0.1791661714	0.2023267524	-3.421650099	1.931598732	-3.959841383	1.679018515	-0.3638615331	1.4891362	1.679054325	1.48904426	-2.974347546	1.199141643	-0.5051978512	1.985864498	26f4f61	163.7107692	2x2_2C_8b_C2v_L	8.84	1.27428057	2	1.610864041	1.27428057	2	PRAXIS	-0.000443561615	0.001651524187	-0.0001619060706	0.0001854178808	0.02409038377	0.3954975787	-0.305871123	1.809081194	-0.3954168248	-1.809381689	-0.0002157834729	7.410043243e-05	0.4375026582	-0.4253113186	run_cdmft.py	R0:S0:1	uncorrelated	-0.2028325182	1.714975652	-1.15873991	0.5870842708	-1.734287913	1.937855058	-0.1077117159	1.167211079	1.93765255	1.167131485	2.188439264	-3.479743411	0.0003596919566	-0.001532287534	2025-02-03@16:40	1.9019	-0.7894924124	1	4.42646987e-17	-0.3485804149	0.2229	2.38746576e-17	0.137067159	v2.9.1	
1	Broyden	0	-0.04588747253	-75.90777074	-91.9024	5.364598608	YY	9	0.3057554063	self-energy	sharp_wc_5_b_50	3.0461	2	1.189917661	0.1835212386	0.2112215086	-3.394691925	1.929597355	-3.917597093	1.672440336	-0.3705433788	1.489017374	1.672416402	1.489096627	-2.931841279	1.192890501	-0.5084897569	1.985464954	26f4f61	163.8598843	2x2_2C_8b_C2v_L	8.79	1.270224234	2	1.607180657	1.270224234	2	PRAXIS	0.0003271379424	-0.001213908358	0.0001161003539	-0.0001194243898	0.0240595833	0.4022376023	-0.3101460488	1.80660557	-0.402290625	-1.806381762	-6.337983043e-05	8.400972169e-05	0.4426314084	-0.4320199192	run_cdmft.py	R0:S0:1	uncorrelated	-0.2068186759	1.751642259	-1.158457423	0.5989978448	-1.733293367	1.963151968	-0.1061443387	1.166080004	1.963285388	1.166129421	2.18719958	-3.486720235	0.000124714434	-0.0004543510123	2025-02-03@16:42	1.9019	-0.7964412266	1	-4.113568564e-16	-0.3525363581	0.2229	7.520835475e-17	0.1385342134	v2.9.1	
1	Broyden	0	-0.04524147244	-75.45968198	-91.1024	5.293323532	YY	9	0.3030602074	self-energy	sharp_wc_5_b_50	3.0461	2	1.187719346	0.1878379736	0.220289112	-3.365526101	1.927490285	-3.878703614	1.66571256	-0.3764722976	1.488072725	1.665762217	1.487919543	-2.890366686	1.186472121	-0.5130240132	1.98505788	26f4f61	164.013316	2x2_2C_8b_C2v_L	8.74	1.266094227	2	1.603469666	1.266094227	2	PRAXIS	-0.0006394393962	0.002428932503	-0.0002413885198	0.0002669283922	0.02408456449	0.4087544323	-0.3141202999	1.804132762	-0.4086493837	-1.804589622	-7.595433175e-05	-6.462273414e-05	0.4479767923	-0.438839799	run_cdmft.py	R0:S0:1	uncorrelated	-0.2106787221	1.787745816	-1.157928546	0.6113037292	-1.732801251	1.989121984	-0.104959292	1.16743428	1.988844883	1.167336168	2.186279304	-3.493883674	0.0001358393444	-0.0006434248252	2025-02-03@16:43	1.9019	-0.8034571309	1	4.309341321e-17	-0.3565874879	0.2229	3.475767501e-17	0.1400263868	v2.9.1	
1	Broyden	0	-0.04458620721	-75.02269613	-90.3024	5.22282908	YY	9	0.3003271676	self-energy	sharp_wc_5_b_50	3.0461	2	1.185525476	0.1922308652	0.2289047627	-3.334415224	1.925353767	-3.839687217	1.658801515	-0.3855986321	1.491314541	1.658815421	1.491264264	-2.849876867	1.18021623	-0.5173447767	1.984639599	26f4f61	164.2114757	2x2_2C_8b_C2v_L	8.69	1.261910142	2	1.599790212	1.261910142	2	PRAXIS	-0.0001641308596	0.0006372635506	-5.406409113e-05	4.670851368e-05	0.02451345524	0.4156008056	-0.3187240574	1.795080869	-0.4155629762	-1.795219253	-7.619428951e-05	5.00917565e-05	0.453458432	-0.4457860643	run_cdmft.py	R0:S0:1	uncorrelated	-0.214543654	1.822001496	-1.157149886	0.6234923056	-1.732204654	2.015563944	-0.1042538083	1.167876689	2.015486662	1.167853415	2.185563337	-3.500733848	0.0001032186262	-0.0004122684451	2025-02-03@16:45	1.9019	-0.8103698579	1	-4.264719281e-16	-0.3605851713	0.2229	-2.973868664e-16	0.1415050619	v2.9.1	
1	Broyden	0	-0.0438211435	-74.58401323	-89.5024	5.148579743	YY	9	0.2976527578	self-energy	sharp_wc_5_b_50	3.0461	2	1.183210724	0.1955962073	0.2382166661	-3.307820521	1.923124669	-3.801852963	1.651587974	-0.39153923	1.490192014	1.651630356	1.49004615	-2.807230511	1.173381098	-0.5219590176	1.984208946	26f4f61	164.4462937	2x2_2C_8b_C2v_L	8.64	1.257712725	2	1.595918169	1.257712725	2	PRAXIS	-0.0005397052424	0.00210949497	-0.0002102215125	0.0002302060998	0.02443576717	0.4223815892	-0.3228553663	1.792111983	-0.4222946359	-1.792527525	-4.603686748e-05	-7.112794016e-05	0.4589453169	-0.4529734369	run_cdmft.py	R0:S0:1	uncorrelated	-0.2179357717	1.85678285	-1.156886937	0.6362573313	-1.731850187	2.042855099	-0.1028421847	1.168854126	2.042620925	1.168784398	2.184170648	-3.508058188	9.058958777e-05	-0.0004371963058	2025-02-03@16:46	1.9019	-0.8176678383	1	-9.164364633e-17	-0.3647498216	0.2229	8.803628507e-17	0.1430567287	v2.9.1	
1	Broyden	0	-0.0430348176	-74.14446541	-88.7024	5.075369641	YY	9	0.2949412577	self-energy	sharp_wc_5_b_50	3.0461	2	1.180901359	0.1991105926	0.2473079958	-3.275624502	1.92076646	-3.763306973	1.644054813	-0.3998144983	1.492580206	1.644070575	1.49251707	-2.765811538	1.166654138	-0.5267226006	1.983768991	26f4f61	164.7379652	2x2_2C_8b_C2v_L	8.59	1.253448539	2	1.592118607	1.253448539	2	PRAXIS	-0.0002117474875	0.0008341925322	-7.93602009e-05	7.564932431e-05	0.02476055173	0.4291531783	-0.3272472061	1.782980122	-0.4291212895	-1.783145372	7.588620161e-05	-8.845665827e-05	0.4644972474	-0.4602062206	run_cdmft.py	R0:S0:1	uncorrelated	-0.2214243584	1.890366451	-1.155916254	0.6493214387	-1.731276908	2.071038046	-0.1019411653	1.169482936	2.070951875	1.169461735	2.183105289	-3.515185647	-0.0001344209989	0.0004749856257	2025-02-03@16:48	1.9019	-0.8248039658	1	2.145022826e-16	-0.3688881694	0.2229	-1.418374067e-16	0.1445898788	v2.9.1	
1	Broyden	0	-0.04215898382	-73.70066152	-87.9024	5.000111005	YY	9	0.2922565466	self-energy	sharp_wc_5_b_50	3.0461	2	1.178515064	0.2028370452	0.2567618825	-3.246199214	1.918348846	-3.723837753	1.636023116	-0.4064025935	1.493239741	1.635996976	1.493340527	-2.724129782	1.159639608	-0.5312393524	1.983319741	26f4f61	165.0510452	2x2_2C_8b_C2v_L	8.54	1.249145329	2	1.588221298	1.249145329	2	PRAXIS	0.0003422219194	-0.001371335076	0.000139367178	-0.0001546154597	0.02459452428	0.4364926287	-0.3314221414	1.776013831	-0.4365414232	-1.775741233	-3.223932214e-05	9.451541461e-05	0.4700514954	-0.4675603433	run_cdmft.py	R0:S0:1	uncorrelated	-0.2249392865	1.924188045	-1.155309202	0.6627182322	-1.730642579	2.100493017	-0.1003128207	1.168955844	2.100635735	1.168988324	2.181901775	-3.522566675	4.13666928e-05	-9.475588699e-05	2025-02-03@16:50	1.9019	-0.8321355401	1	-2.734461302e-16	-0.3731157025	0.2229	-1.075199895e-16	0.1461786314	v2.9.1	
1	Broyden	0	-0.04128498579	-73.26493429	-87.1024	4.925312283	YY	9	0.289555242	self-energy	sharp_wc_5_b_50	3.0461	2	1.176119042	0.2071039799	0.2658281977	-3.215581819	1.915902862	-3.683482235	1.627568694	-0.4153919236	1.497316042	1.627592991	1.497211337	-2.683066549	1.152669681	-0.5367113463	1.982850556	26f4f61	165.4126531	2x2_2C_8b_C2v_L	8.49	1.244794584	2	1.584361569	1.244794584	2	PRAXIS	-0.0003404798931	0.001370497497	-0.0001384597728	0.0001454281703	0.02491634107	0.4437126142	-0.3359132165	1.76270567	-0.4436711451	-1.762971833	0.000173438683	-0.0001932004907	0.4759279269	-0.4751921752	run_cdmft.py	R0:S0:1	uncorrelated	-0.2285955681	1.956726284	-1.154577131	0.6760290669	-1.729691375	2.131292907	-0.09932807005	1.168586783	2.131161525	1.168564955	2.180844054	-3.529733605	-0.0002930852555	0.001015136111	2025-02-03@16:51	1.9019	-0.8393702008	1	-1.369747041e-16	-0.3773390527	0.2229	2.750501888e-16	0.1477424183	v2.9.1	
1	Broyden	0	-0.04031969113	-72.83688815	-86.3024	4.849341482	YY	9	0.2868563997	self-energy	sharp_wc_5_b_50	3.0461	2	1.173673969	0.2109187225	0.2749125086	-3.185471221	1.913390234	-3.644849655	1.618914654	-0.4242349486	1.501333273	1.618911846	1.501346185	-2.642048859	1.145662922	-0.5417062888	1.982360156	26f4f61	165.8141209	2x2_2C_8b_C2v_L	8.44	1.240411938	2	1.580421373	1.240411938	2	PRAXIS	4.683788965e-05	-0.0001871824042	2.086072086e-05	-2.383387423e-05	0.02493869238	0.4511471778	-0.3405830791	1.749605816	-0.4511492107	-1.749574591	-6.759749606e-05	6.26420937e-05	0.4818534872	-0.4830281688	run_cdmft.py	R0:S0:1	uncorrelated	-0.2319116914	1.98810508	-1.153894496	0.6895188302	-1.729140053	2.162518632	-0.09778095751	1.165893762	2.162533511	1.165895435	2.179706428	-3.536727994	0.0001130478374	-0.0003968979369	2025-02-03@16:53	1.9019	-0.8467253446	1	1.438373052e-16	-0.38157918	0.2229	2.927954629e-16	0.149327031	v2.9.1	
1	Broyden	0	-0.03930356607	-72.39704776	-85.5024	4.772148775	YY	9	0.2841594321	self-energy	sharp_wc_5_b_50	3.0461	2	1.171167809	0.2143226342	0.2844585551	-3.150931878	1.910645298	-3.605928566	1.609748154	-0.4319907487	1.504488584	1.609731103	1.50457008	-2.601687618	1.138455403	-0.5465409947	1.981860365	26f4f61	166.2208697	2x2_2C_8b_C2v_L	8.39	1.23595658	2	1.576448502	1.23595658	2	PRAXIS	0.0002068238748	-0.0008749106077	7.844303719e-05	-7.633939183e-05	0.02484392561	0.4586914965	-0.344893758	1.736561253	-0.4587358805	-1.736357882	0.0001724258981	-0.0001186875403	0.4877253579	-0.4908756922	run_cdmft.py	R0:S0:1	uncorrelated	-0.2350851418	2.019402777	-1.152628486	0.7038587001	-1.728529767	2.195129627	-0.09615020025	1.163994251	2.195222818	1.163999426	2.178763899	-3.543957412	-0.0002771304351	0.0009960553453	2025-02-03@16:54	1.9019	-0.8541560719	1	6.305034314e-16	-0.3859049045	0.2229	-1.671319335e-16	0.150948104	v2.9.1	
1	Broyden	0	-0.03821629611	-71.95737389	-84.7024	4.693847768	YY	9	0.2814733639	self-energy	sharp_wc_5_b_50	3.0461	2	1.168609841	0.2177212232	0.2941946811	-3.121265686	1.907882491	-3.565292251	1.599982908	-0.4400237146	1.508394465	1.599978354	1.508424807	-2.559245717	1.130891062	-0.5512291773	1.981351588	26f4f61	166.6714156	2x2_2C_8b_C2v_L	8.34	1.231464995	2	1.572417802	1.231464995	2	PRAXIS	6.309958137e-05	-0.000271912076	1.689379661e-05	1.327852892e-06	0.02474058567	0.466391052	-0.3492697209	1.721461975	-0.4664078576	-1.721397249	1.407842612e-05	-2.382352515e-05	0.4935213977	-0.4989430617	run_cdmft.py	R0:S0:1	uncorrelated	-0.2383617406	2.050898066	-1.152009881	0.7184038144	-1.727538399	2.229327465	-0.09433812306	1.161070235	2.229352581	1.161066533	2.177091766	-3.551247857	2.986306619e-06	-1.533582778e-05	2025-02-03@16:56	1.9019	-0.8616790314	1	-7.516768387e-17	-0.3902710717	0.2229	-2.187442211e-16	0.1525881847	v2.9.1	
