CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E0_2	E_kin	GS_consistency	M	M_ave	U	U_1_ave	Up	convergence	dist_function	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	ed	ed_ave	e	ep_2_ave	e_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tbA1down_1	tbA1down_1_ave	tbA1up_1	tbA1up_1_ave	tbA2down_1	tbA2down_1_ave	tbA2up_1	tbA2up_1_ave	tbA3down_1	tbA3down_1_ave	tbA3up_1	tbA3up_1_ave	tbA4down_1	tbA4down_1_ave	tbA4up_1	tbA4up_1_ave	tbA5down_1	tbA5down_1_ave	tbA5up_1	tbA5up_1_ave	tbA6down_1	tbA6down_1_ave	tbA6up_1	tbA6up_1_ave	tbA7down_1	tbA7down_1_ave	tbA7up_1	tbA7up_1_ave	tbA8down_1	tbA8down_1_ave	tbA8up_1	tbA8up_1_ave	tbB1down_1	tbB1down_1_ave	tbB1up_1	tbB1up_1_ave	tbB2down_1	tbB2down_1_ave	tbB2up_1	tbB2up_1_ave	tbB3down_1	tbB3down_1_ave	tbB3up_1	tbB3up_1_ave	tbB4down_1	tbB4down_1_ave	tbB4up_1	tbB4up_1_ave	tbB5down_1	tbB5down_1_ave	tbB5up_1	tbB5up_1_ave	tbB6down_1	tbB6down_1_ave	tbB6up_1	tbB6up_1_ave	tbB7down_1	tbB7down_1_ave	tbB7up_1	tbB7up_1_ave	tbB8down_1	tbB8down_1_ave	tbB8up_1	tbB8up_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	trb1_1	trb1_1_ave	trb2_1	trb2_1_ave	trb3_1	trb3_1_ave	trb4_1	trb4_1_ave	trb5_1	trb5_1_ave	trb6_1	trb6_1_ave	trb7_1	trb7_1_ave	trb8_1	trb8_1_ave	version	
7	Broyden	0	-8.76904649e-07	-80.2508413	-58.46814815	5.955836209	YY	0	9.93257261e-05	8	0.5805380119	0	self-energy/D/M	sharp_wc_2_b_50	-0.2656072755	1.773963047	-3.852477907	1.250470001	-0.0623875396	1.530369713	-2.319782693	1.986315462	-0.05984361236	1.372042056	-3.199225904	1.735758956	-3.200807833	1.736017433	-0.05986525439	1.372386102	0	0.4984653259	2.981481481	2	1.220740381	a248bdd	2x2_2C_8b_C2v_L	10.29	1.569864962	2	1.719205439	0.9999454018294673	0.9999999999999997	0.0001236703977	-0.00063339502	-9.639556384e-06	0.0001175292726	5.259227161e-05	-0.0002411333269	-1.492121198e-05	3.960117111e-05	0.1834572028	-2.542807563	0.0001112505889	-0.0001687769702	3.010463494e-06	-2.644137695e-05	-0.1834327059	2.542628011	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.0002373435572	-0.0003049057001	4.106606996e-05	6.839875243e-05	2.279641306	-0.8242966814	2.275322632	-0.8237138883	-0.1861574772	0.4104460267	0.1853259702	-0.4097488692	-0.9883130998	0.02524579236	0.9951744506	-0.02840716224	2.196160826e-05	-9.208476495e-05	7.528370723e-05	-5.759773019e-05	1.338492559	-0.2687172546	-0.9769442465	0.19591866	1.720920856	-0.3452477638	-1.949144484	0.3905722116	4.174858399e-05	0.000135628581	-0.0001204354934	0.0002208183254	9.98697586e-05	-0.0002568922727	1.53048737e-05	-5.739899375e-05	2.273082642	-0.8234554635	2.277575475	-0.8243539953	-0.1850855377	0.4098053787	0.1860342133	-0.4102863764	0.9983929855	-0.03006183108	-0.9915699703	0.02690742859	5.193850385e-05	-0.0002583221254	0.0001453617748	-0.00016521335	-1.720439453	0.3447901755	1.948743747	-0.3913092715	1.338614139	-0.2680779167	-0.9771392735	0.1960529416	-3.593712916e-05	-6.276799213e-05	5.32322097e-05	-0.0001312717703	2024-09-20@17:44	2.148148148	-0.6445110684	1	-1.387778781e-16	-0.3165333566	0.3888888889	-1.387778781e-16	0.1200921751	-0.3301485547	0.8598704369	0.0002570808694	-0.0001128511849	7.078020882e-05	-0.0004574397693	-3.893134317e-05	0.0001643116999	-1.599682062e-05	-0.0001618600114	2.992857722e-05	-0.0001034145731	-4.107511407e-08	4.482582246e-05	4.899460895e-05	0.0001095935681	v2.7.1	
6	Broyden	0	9.307365304e-06	-80.36579093	-58.54814815	5.971405031	YY	0	-0.0009339966085	8	0.5822704891	0	self-energy/D/M	sharp_wc_2_b_50	-0.2644655648	1.772240373	-3.860086343	1.251865197	-0.06295927028	1.526088799	-2.320905464	1.986518278	-0.06124241509	1.378188981	-3.20990912	1.740817063	-3.207714914	1.736544748	-0.06088036521	1.377871428	0	0.4990481066	2.981481481	2	1.221093006	a248bdd	2x2_2C_8b_C2v_L	10.3	1.571687593	2	1.720141035	0.9999980156501205	0.9999999999999993	1.954136762e-05	-0.0001448870385	0.0002216514497	0.00132888442	-3.666688052e-05	0.0001197565658	-5.623038534e-05	0.0001537426765	0.1841560912	-2.540576918	-0.0003948968243	0.0004621532572	-0.0002827627783	0.0001107384957	-0.1839797649	2.540668017	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.001579886083	-0.003298601289	-0.001801669418	0.00344440008	2.272597939	-0.8199500466	2.278292857	-0.8257575889	-0.1836892485	0.4095534676	0.1884030572	-0.4143936733	-0.9976581348	0.02787596575	0.9914048756	-0.02827800402	0.002951373778	-0.008323230157	0.002517445428	-0.007329878953	2.037196022	-0.4009176735	0.1661403047	-0.03330781728	0.780661558	-0.1538306431	-2.176395051	0.4358169922	-0.002603802307	0.007594188282	-0.002839423281	0.008433335297	0.001875100726	-0.003414531849	-0.001797116132	0.003492659908	2.28035564	-0.8258522451	2.274748873	-0.8201360444	-0.1886596334	0.414547582	0.1839131043	-0.4096006953	0.9882905591	-0.02669242645	-0.9944880646	0.02629979873	-0.002704469629	0.007880489074	-0.002943611203	0.008622358568	-0.7814851996	0.1562901568	2.175344881	-0.4280755969	2.038122287	-0.4081263806	0.1660520508	-0.03263752336	-0.003199537108	0.009054976721	-0.002702824161	0.008009866589	2024-09-20@18:04	2.148148148	-0.642830419	1	-6.383782392e-16	-0.3159335166	0.3888888889	-1.665334537e-16	0.1199073843	-0.3295838997	0.8648881208	-0.0001647184319	6.583042681e-05	-5.292884559e-05	0.0003975263915	-0.000427487183	0.001227091796	4.486536065e-06	4.351912756e-06	-0.0004660316661	0.0002504310822	-0.0003811541994	-0.0002711850747	-1.050009316e-05	-1.050973396e-05	v2.7.1	
5	Broyden	0	4.886363336e-06	-80.44554893	-58.62814815	5.986951288	YY	0	3.914410204e-05	8	0.5839545804	0	self-energy/D/M	sharp_wc_2_b_50	-0.2638934408	1.770924355	-3.867237883	1.253166995	-0.06319943679	1.522402615	-2.329689641	1.986665291	-0.0595640096	1.382250514	-3.203238831	1.740013161	-3.211879322	1.740685428	-0.06137389332	1.38267514	0	0.4996137756	2.981481481	2	1.22144601	a248bdd	2x2_2C_8b_C2v_L	10.31	1.573468457	2	1.721059783	0.9998936115287087	1.0	-7.490601541e-05	0.0003000669121	-0.0003763199147	-0.002399566625	-5.935601332e-05	4.059409457e-06	2.139328821e-05	-5.774453794e-05	0.1828275713	-2.535264717	-3.839791999e-05	0.0001358056025	-4.646631743e-05	0.0001724163706	-0.1839526271	2.536814514	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.00382643237	0.00676547851	0.002693673758	-0.005643136704	2.283093965	-0.8222973527	2.275180046	-0.8218622308	-0.187324406	0.414036618	0.1869061696	-0.4139200705	-0.9849258742	0.02224986088	0.9971290674	-0.02844770531	-0.005404085711	0.01575277448	-0.005132039259	0.0150527836	1.361422359	-0.268789283	-0.9308187447	0.183781876	1.7041623	-0.3355874824	-1.973544562	0.3889455564	0.00517242164	-0.01508252036	0.005540803279	-0.01581828493	-0.003345133451	0.00665430033	0.002848434805	-0.005575180398	2.270892868	-0.8215924559	2.278737107	-0.8220300304	-0.1863646163	0.4136774834	0.1866977943	-0.4138450318	1.003589843	-0.03170115635	-0.9914130685	0.02552102927	0.004931493435	-0.01404391845	0.004918079357	-0.01473027177	-1.701708812	0.3357638194	1.970708888	-0.3893724414	1.363417501	-0.2683201759	-0.9325756917	0.1839207094	0.005164272338	-0.01467880008	0.004757356303	-0.01397661941	2024-09-20@18:20	2.148148148	-0.6411617969	1	4.718447855e-16	-0.3153157365	0.3888888889	-5.551115123e-17	0.1197206605	-0.3290927659	0.869189081	-0.0008306594967	0.0003991037025	-5.329043655e-05	0.0004078049611	0.0009680708841	-0.003178871552	-1.139057978e-05	-0.0003458363065	0.0006269155464	0.001460885181	0.0007828673937	0.0007183771343	-1.161755959e-05	0.0005434198041	v2.7.1	
16	Broyden	0	-7.98696698e-06	-80.53792714	-58.70814815	6.002274825	YY	0	-0.004585121145	8	0.5857380175	0	self-energy/D/M	sharp_wc_2_b_50	-0.2633149765	1.76892985	-3.868977114	1.254029168	-0.06336511464	1.517835685	-2.333660768	1.986862757	-0.06145493855	1.388543418	-3.212922749	1.752812445	-3.212436895	1.732903062	-0.06168590007	1.388366126	0	0.5001714448	2.981481481	2	1.221796052	a248bdd	2x2_2C_8b_C2v_L	10.32	1.575353608	2	1.721967483	0.9998836874346406	1.0	1.559155475e-05	-5.754609743e-05	-8.155487297e-05	-0.0001059086926	-6.606603755e-05	0.0002341650277	3.260514154e-06	-8.607385895e-06	0.1839238037	-2.533247062	0.000182105201	-0.0002857021397	6.314995323e-05	4.730348468e-05	-0.1841084216	2.533600729	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.0003410640791	0.0005306670086	0.0003313661434	-0.0007644302443	2.258056076	-0.8068206068	2.292149715	-0.8350699712	-0.1758718547	0.4036888452	0.1975387432	-0.427295806	-1.01409387	0.02805975732	0.9750683371	-0.02552884116	-0.0008510300789	0.002507575253	-0.0007625912977	0.002000663525	2.085049454	-0.3901453609	0.5314679428	-0.1082641328	0.627262636	-0.1174656036	-2.120593919	0.431977232	0.0006272073633	-0.001900647193	0.0008347832626	-0.002446573191	-0.0002526137921	0.0006170162301	0.0004666529846	-0.0006972372139	2.292593458	-0.8351013433	2.258449307	-0.8068821999	-0.197702745	0.4273319688	0.1762586656	-0.4038465287	0.9742618148	-0.02512738389	-1.013306956	0.0276848076	0.0006711001624	-0.001861820728	0.0007537555985	-0.002284904396	-0.6295975171	0.1280128562	2.112348792	-0.3957389006	2.093269988	-0.4259333591	0.5293253114	-0.09916437932	0.000898250807	-0.002336763405	0.0005175184094	-0.001737326938	2024-09-20@19:06	2.148148148	-0.6395226997	1	5.551115123e-16	-0.3147031938	0.3888888889	1.387778781e-16	0.1195422913	-0.328630893	0.8749355111	0.0002101800399	-8.328621441e-05	9.286880748e-06	-6.088095644e-05	6.370650562e-05	-0.0001172546371	-2.860912848e-05	-0.0004976040676	0.0001796844119	-0.0002378204883	6.312100844e-05	0.0002321941673	-2.230906757e-05	0.0004637324598	v2.7.1	
5	Broyden	0	-7.957027397e-06	-80.50670936	-58.78814815	6.016692457	YY	0	0.0001911383785	8	0.5876241259	0	self-energy/D/M	sharp_wc_2_b_50	-0.261948981	1.768058861	-3.867561244	1.254154983	-0.06304813905	1.515473056	-2.335204628	1.986946089	-0.0582961505	1.392086623	-3.19832626	1.743398859	-3.197140672	1.743374918	-0.05781696445	1.39176161	0	0.5006821314	2.981481481	2	1.222129253	a248bdd	2x2_2C_8b_C2v_L	10.33	1.577357124	2	1.722811379	1.000050803173867	0.9999999999999996	-6.216461264e-06	-4.919100854e-06	-0.0003580406174	-0.002206376216	-2.561357629e-05	0.0003425597898	9.514839789e-05	-0.0002499848137	0.1818044515	-2.526342452	8.74209817e-05	-0.0002054746555	4.030733742e-05	0.0001050149732	-0.1814120304	2.526089313	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.002898032455	0.005711059831	0.003076046645	-0.005781912279	2.27954937	-0.8213246485	2.266144144	-0.8197036705	-0.1875869193	0.4170506704	0.1861572797	-0.4159482023	-0.9849307621	0.02196010783	1.00496663	-0.03153375288	-0.004879492057	0.0137737016	-0.004490518646	0.0133854269	1.470112273	-0.2869378125	-0.9450452656	0.1838718123	1.603313219	-0.3131776766	-1.958982066	0.3813397353	0.004706619507	-0.01428693697	0.005123258766	-0.0146034938	-0.002857374073	0.005573268344	0.002738519889	-0.005522123068	2.26740778	-0.8198176549	2.280822869	-0.8214486133	-0.1862903476	0.4160664597	0.187576536	-0.4170674041	1.00343694	-0.03079616716	-0.9833891513	0.02121387485	0.004972827243	-0.01361866466	0.004384398964	-0.01380493292	-1.603559797	0.3121496083	1.959421199	-0.3823256437	1.469992039	-0.2863705966	-0.9448990859	0.1844629638	0.00510863997	-0.01466993228	0.004839766893	-0.01436112209	2024-09-20@19:22	2.148148148	-0.6379919671	1	-5.273559367e-16	-0.3141065489	0.3888888889	1.110223025e-16	0.1193560127	-0.3274116093	0.8769769912	-0.0001486308608	4.00747943e-05	-0.0001353646873	0.001012762585	0.0007333233053	-0.002182899484	7.220760402e-06	0.0001660667474	0.0006480278811	0.0008546912455	0.0006745371099	0.001059247432	-1.102144678e-05	-0.0002625866548	v2.7.1	
6	Broyden	0	2.033593607e-06	-80.66501228	-58.86814815	6.03239261	YY	0	-0.0003900604366	8	0.5893648534	0	self-energy/D/M	sharp_wc_2_b_50	-0.2619489817	1.766800731	-3.879216122	1.256073452	-0.06374257131	1.511087574	-2.337231194	1.987180464	-0.0595517799	1.398987567	-3.214425594	1.747800956	-3.212142235	1.74590881	-0.05969739937	1.398785946	0	0.501269694	2.981481481	2	1.222482944	a248bdd	2x2_2C_8b_C2v_L	10.34	1.579184525	2	1.723752635	0.9999413688740186	0.9999999999999998	3.942189834e-05	-0.0002600903946	0.0002003986949	0.001126154637	-3.667153169e-05	0.0002612924679	-2.665597597e-06	1.007367716e-05	0.1826018803	-2.52489393	-0.0003715719088	0.0004326161727	-0.0003853100236	0.0002798530456	-0.1826908125	2.525150133	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.001340272034	-0.002806753415	-0.001574820948	0.003118072621	2.274109881	-0.818072905	2.275283463	-0.8205499649	-0.1867283456	0.4179092004	0.1885327621	-0.4199038479	-0.9941625396	0.02534914365	0.9937897654	-0.02666618335	0.002539248495	-0.006916059495	0.001943208273	-0.006040094581	2.08557923	-0.3997608853	0.4268453576	-0.08254598954	0.6320480619	-0.1212312233	-2.137295813	0.4131288035	-0.002256755785	0.006344224837	-0.0023634753	0.007002195122	0.001424139478	-0.002742406256	-0.00168197656	0.003122362012	2.275158184	-0.8204698415	2.274080736	-0.8181604987	-0.1885422142	0.4199777176	0.1867787284	-0.4178633681	0.9936954632	-0.02664622702	-0.9941911675	0.02534369606	-0.002366460268	0.00679262428	-0.002545102982	0.007418523195	-0.6323972306	0.1220746437	2.13710233	-0.409772719	2.085525991	-0.4028495344	0.4263249828	-0.08170507929	-0.00270418747	0.007859750722	-0.002425172492	0.006984498096	2024-09-20@19:41	2.148148148	-0.6362952895	1	1.665334537e-16	-0.3134997575	0.3888888889	1.110223025e-16	0.1191692142	-0.3273893721	0.8823001938	-0.000317095579	0.000145514808	4.142479459e-05	-0.000193105827	-0.0002584451683	0.0005080487868	1.626877051e-05	-0.0001259855419	-0.0002964166202	-0.0001217796147	-0.0003288806788	-0.0001002371022	-5.135778227e-06	0.0003185341657	v2.7.1	
7	Broyden	0	7.214273579e-06	-80.73575056	-58.94814815	6.047812367	YY	0	0.0008403107556	8	0.591145864	0	self-energy/D/M	sharp_wc_2_b_50	-0.2613209322	1.765275582	-3.882862751	1.257092643	-0.06398115677	1.507002813	-2.343485634	1.987341007	-0.05914610452	1.403908932	-3.211581913	1.747852695	-3.213547094	1.749558967	-0.05948279446	1.403889079	0	0.5018321045	2.981481481	2	1.222832394	a248bdd	2x2_2C_8b_C2v_L	10.35	1.58106258	2	1.724664495	0.9999863055460785	0.9999999999999996	4.498432978e-05	-0.0001819242322	5.360699959e-05	0.0003788776149	4.784495015e-05	-0.0003471111041	-3.334909406e-05	8.826150441e-05	0.1822194572	-2.52075828	-5.725956272e-05	7.986054967e-05	0.0001203835189	-0.0003088065585	-0.1824268301	2.521180369	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.0004721529699	-0.0008884017006	-0.0005262445145	0.0009817121943	2.280695339	-0.8210639993	2.266416073	-0.8156312281	-0.1901076057	0.4228495888	0.1859489067	-0.4184648218	-0.9854548069	0.02262485302	1.004929228	-0.02937666804	0.0007854686152	-0.001852490968	0.0007725914575	-0.002300427826	1.607083643	-0.3094617947	-0.852531299	0.1616896614	1.471358763	-0.2832428446	-2.003879382	0.3798991634	-0.0008545402364	0.002788726551	-0.000817980012	0.002341556057	0.0004610026989	-0.0009514446005	-0.0004491870412	0.0009348859135	2.267244636	-0.8156269437	2.28149818	-0.8211072203	-0.1859351693	0.4184557563	0.1901870751	-0.4228506755	1.003551475	-0.02869819008	-0.9842248964	0.02194944273	-0.0007621979583	0.002345805483	-0.0005837740653	0.001829560812	-1.469814082	0.2787163568	2.004615197	-0.3860768246	1.6065519	-0.3045568837	-0.8534644617	0.1643054566	-0.0007367705267	0.002302683542	-0.001159830918	0.002872217974	2024-09-20@20:03	2.148148148	-0.6346401344	1	-3.885780586e-16	-0.3128855066	0.3888888889	1.110223025e-16	0.1189847677	-0.3269918339	0.8871775313	-7.511576098e-05	2.647571944e-05	-2.351530355e-05	6.073184339e-05	-0.0001430543188	0.0004650699196	2.182197913e-07	-8.617740443e-05	-0.0001055681678	4.631608478e-06	-0.000130512176	-0.0001718250055	7.292403802e-06	8.889111467e-06	v2.7.1	
6	Broyden	0	5.943154896e-06	-80.81203629	-59.02814815	6.063205875	YY	0	0.0004702284833	8	0.5929619031	0	self-energy/D/M	sharp_wc_2_b_50	-0.2609751552	1.764099139	-3.890871274	1.258515095	-0.06447782367	1.503207206	-2.345270197	1.987522051	-0.05927977878	1.40959109	-3.214749654	1.749958235	-3.210466804	1.751750499	-0.05932251297	1.409021125	0	0.502397567	2.981481481	2	1.223180701	a248bdd	2x2_2C_8b_C2v_L	10.36	1.58297322	2	1.725578275	1.0000526036038162	0.9999999999999996	6.588621725e-06	6.829731589e-05	0.0001024397083	0.0008640934734	2.516411383e-05	-0.0002068114404	-6.915793025e-05	0.0001833274463	0.1821441907	-2.516241527	-0.0002788039683	0.0002292418136	-0.0004304769519	0.0005965251377	-0.1822216258	2.516943138	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.0008324048969	-0.001839192497	-0.001279566794	0.002452306174	2.277384732	-0.8188724518	2.269633956	-0.8157399977	-0.1896353389	0.4238155654	0.1874425015	-0.4214380432	-0.9904146477	0.02424002315	1.000822908	-0.02775351797	0.002008160469	-0.005449083944	0.001733215285	-0.004966594805	2.105889101	-0.4006677263	0.5670078709	-0.1071781822	0.556547139	-0.1060349982	-2.100955026	0.3965021132	-0.001890062667	0.005377707211	-0.001782840842	0.005606296228	0.0009360198015	-0.001882599956	-0.001320908516	0.002442049645	2.271189233	-0.8158412291	2.278928154	-0.8188240553	-0.1874223521	0.4213374854	0.1897908601	-0.4238896879	0.9982515076	-0.02643324163	-0.9879113601	0.02291274781	-0.001840188279	0.005325204793	-0.001850527186	0.005642457136	-0.5566034921	0.1049700477	2.103070082	-0.4000154251	2.103823772	-0.3973093934	0.5665117985	-0.1075847367	-0.002322688965	0.006176372152	-0.001931371652	0.005694360808	2024-09-20@20:22	2.148148148	-0.632985412	1	-1.942890293e-16	-0.3122758442	0.3888888889	-1.665334537e-16	0.1188007762	-0.3266760283	0.8917688139	-0.0005204790702	0.0002386073125	1.092986759e-05	5.149912931e-05	-0.0002992973216	0.0008257274123	-4.420957056e-05	0.0005465362481	-0.0001887046635	-0.0002518039373	-0.0001629387668	-0.0004450959333	-6.094212488e-05	0.000154910192	v2.7.1	
5	Broyden	0	5.132351101e-06	-80.87835219	-59.10814815	6.078714468	YY	0	0.002285297339	8	0.594580141	0	self-energy/D/M	sharp_wc_2_b_50	-0.2596778595	1.76341069	-3.898929945	1.259401246	-0.0646880651	1.501741988	-2.350390091	1.987568727	-0.05664535233	1.413055082	-3.210691036	1.749381802	-3.215492183	1.755889852	-0.05700126855	1.412701523	0	0.5029309315	2.981481481	2	1.223533502	a248bdd	2x2_2C_8b_C2v_L	10.37	1.584700725	2	1.726464419	0.999972948291947	0.9999999999999996	6.483026819e-05	-0.0001846991379	-0.0007607781099	-0.004109108672	-4.350070902e-05	0.001245736466	2.967805285e-05	-8.501200617e-05	0.1800929324	-2.507223645	0.0007171587214	-0.0009320660082	0.0004631035905	-0.0002843679607	-0.1803957942	2.508009722	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.004998123106	0.01054684834	0.006295811064	-0.01160294981	2.289784248	-0.8240961637	2.256682121	-0.80934321	-0.1938763177	0.4294888734	0.1830592329	-0.4176391701	-0.9755445509	0.01953862591	1.019284021	-0.03310953146	-0.009536909242	0.02729235547	-0.008526375734	0.02546831164	1.728399475	-0.3321746604	-0.6399948071	0.1178382179	1.324058829	-0.2543660762	-2.077381341	0.3821562741	0.009505415847	-0.02723088156	0.009696822916	-0.02789136783	-0.005438924149	0.01050690368	0.005766007256	-0.0117420682	2.259836446	-0.8094856227	2.292910268	-0.8241004495	-0.1831348622	0.4175514805	0.1944842418	-0.4296685349	1.01428673	-0.03060037136	-0.9708187627	0.01700739428	0.009517097237	-0.02729762492	0.009815235472	-0.028608572	-1.320528134	0.2431307675	2.080386169	-0.4002676585	1.726500372	-0.317768366	-0.6419096254	0.1233909077	0.01021930195	-0.02957123966	0.00978447746	-0.02858091731	2024-09-20@20:38	2.148148148	-0.6313375949	1	-8.326672685e-17	-0.311623403	0.3888888889	-2.775557562e-17	0.1186091125	-0.3253433074	0.8932931879	0.001048617631	-0.0004800828895	9.037709928e-05	-0.0002287594345	0.001524793745	-0.0047641509	7.935457846e-05	-0.0003723996686	0.001144300221	0.002060748046	0.001516859706	0.0004586881709	7.210033828e-06	-3.22371374e-05	v2.7.1	
6	Broyden	0	1.33411364e-05	-80.94904062	-59.18814815	6.094240632	YY	0	-0.0003437977947	8	0.5965063266	0	self-energy/D/M	sharp_wc_2_b_50	-0.2586148592	1.761800844	-3.893721391	1.259962641	-0.06515192924	1.496347727	-2.352842091	1.987828384	-0.05809720732	1.419488752	-3.217699928	1.75573223	-3.214888587	1.754055131	-0.05811820709	1.419395379	0	0.5035165637	2.981481481	2	1.223882496	a248bdd	2x2_2C_8b_C2v_L	10.38	1.586715686	2	1.727399046	0.9999751928513609	0.9999999999999997	-2.016640944e-05	1.295145453e-05	0.0001473883208	0.0006590909383	-1.173270603e-05	8.304909136e-05	-6.925420095e-05	0.0001836557188	0.1814239821	-2.507900777	-0.0002510751775	0.000427264143	-2.104994501e-05	-0.0004643913122	-0.1814658844	2.508065463	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.0008301209684	-0.001734943066	-0.001220127637	0.002258931991	2.270033363	-0.8145326246	2.271327105	-0.8166873129	-0.1884232103	0.4247780756	0.1901527974	-0.4266448936	-0.996399034	0.0248064074	0.9955949163	-0.02575077315	0.001676473072	-0.004643784005	0.001544874543	-0.004269001591	2.112113725	-0.3924329813	0.6582245647	-0.1232149709	0.5235742274	-0.09734172152	-2.0741621	0.3883294156	-0.0015621624	0.004545144723	-0.001599492263	0.004835727628	0.0007805859396	-0.001682590027	-0.001168779784	0.002217776841	2.272873854	-0.8167744551	2.271716853	-0.8146595453	-0.1901878867	0.4267126681	0.1884767839	-0.4247959203	0.9934035147	-0.0246693937	-0.9942616508	0.02373372908	-0.001565040776	0.004659781981	-0.001683819519	0.004908277387	-0.5239508529	0.09801340065	2.074328448	-0.3855181476	2.112055356	-0.3953427853	0.6577305159	-0.1222592013	-0.001916421242	0.005250355465	-0.001663529874	0.004905421351	2024-09-20@20:57	2.148148148	-0.6296575127	1	-1.387778781e-16	-0.3110263737	0.3888888889	-1.942890293e-16	0.1184259612	-0.3249893504	0.8993355344	-0.000374012987	0.000189112647	8.539028779e-06	-0.0002191914409	-0.0001934149717	0.0004074179507	-3.777346085e-05	5.36968207e-05	-0.0002536761314	0.0002904881919	-0.000127835151	-0.000358429173	-4.125890339e-05	0.0002637829927	v2.7.1	
6	Broyden	0	1.609496198e-06	-81.01411639	-59.26814815	6.10953034	YY	0	0.0001913428219	8	0.5983014067	0	self-energy/D/M	sharp_wc_2_b_50	-0.2580685212	1.76065697	-3.901752798	1.261339701	-0.06562284176	1.492718421	-2.355692405	1.987974896	-0.05721097739	1.424627554	-3.215562709	1.756595167	-3.213481162	1.757031582	-0.05691720161	1.424551173	0	0.5040675543	2.981481481	2	1.22422821	a248bdd	2x2_2C_8b_C2v_L	10.39	1.588608582	2	1.72829575	1.000041835442392	0.9999999999999994	2.800427582e-05	7.876572132e-05	0.0002315262606	0.001044214625	-1.557410695e-05	6.029968855e-05	-0.0001221187123	0.0003245601424	0.1808704938	-2.502619765	-1.947403299e-05	-0.0001692893364	-0.0002425797507	0.0002874960432	-0.180672081	2.502307742	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.00124305192	-0.002678824113	-0.001677096509	0.003207001815	2.27383524	-0.8154032375	2.270549447	-0.8139540034	-0.1905253708	0.4281151638	0.1894342916	-0.4271077078	-0.9922307592	0.02339360001	0.9965981182	-0.02483999638	0.002536452169	-0.0071037579	0.002254545418	-0.006672410368	1.812058347	-0.335974817	-0.3967924362	0.07327942506	1.201923626	-0.2229425455	-2.137179687	0.3949902901	-0.002593204166	0.007318855589	-0.002628350268	0.007608963484	0.001314172857	-0.002679636631	-0.001710822751	0.003247871647	2.269996837	-0.8140412024	2.273153324	-0.8152615198	-0.1888755938	0.4268265623	0.190286447	-0.4281684771	0.9978983925	-0.02549412967	-0.9934897588	0.02404186021	-0.002357409893	0.00678203607	-0.00253559006	0.007167289626	-1.202195744	0.2221381671	2.138005437	-0.3962345268	1.811176301	-0.3348038329	-0.3966902195	0.07357338457	-0.002713148451	0.007759890122	-0.002535989015	0.007300031979	2024-09-20@21:16	2.148148148	-0.6280194119	1	-5.551115123e-16	-0.3104075896	0.3888888889	-1.665334537e-16	0.1182412325	-0.3245634436	0.9036544958	-0.0003029403894	0.0001725136273	1.590014999e-06	8.994192131e-05	-0.0003860367928	0.001239949372	4.410524422e-06	0.0001870891673	-0.0003834723413	2.384868016e-06	-0.0004499995052	0.0001350503642	1.150818455e-05	-9.259873988e-05	v2.7.1	
