CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E0_2	E_kin	GS_consistency	M	M_ave	U	U_1_ave	Up	convergence	dist_function	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	ed	ed_ave	e	ep_2_ave	e_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tbA1down_1	tbA1down_1_ave	tbA1up_1	tbA1up_1_ave	tbA2down_1	tbA2down_1_ave	tbA2up_1	tbA2up_1_ave	tbA3down_1	tbA3down_1_ave	tbA3up_1	tbA3up_1_ave	tbA4down_1	tbA4down_1_ave	tbA4up_1	tbA4up_1_ave	tbA5down_1	tbA5down_1_ave	tbA5up_1	tbA5up_1_ave	tbA6down_1	tbA6down_1_ave	tbA6up_1	tbA6up_1_ave	tbA7down_1	tbA7down_1_ave	tbA7up_1	tbA7up_1_ave	tbA8down_1	tbA8down_1_ave	tbA8up_1	tbA8up_1_ave	tbB1down_1	tbB1down_1_ave	tbB1up_1	tbB1up_1_ave	tbB2down_1	tbB2down_1_ave	tbB2up_1	tbB2up_1_ave	tbB3down_1	tbB3down_1_ave	tbB3up_1	tbB3up_1_ave	tbB4down_1	tbB4down_1_ave	tbB4up_1	tbB4up_1_ave	tbB5down_1	tbB5down_1_ave	tbB5up_1	tbB5up_1_ave	tbB6down_1	tbB6down_1_ave	tbB6up_1	tbB6up_1_ave	tbB7down_1	tbB7down_1_ave	tbB7up_1	tbB7up_1_ave	tbB8down_1	tbB8down_1_ave	tbB8up_1	tbB8up_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	trb1_1	trb1_1_ave	trb2_1	trb2_1_ave	trb3_1	trb3_1_ave	trb4_1	trb4_1_ave	trb5_1	trb5_1_ave	trb6_1	trb6_1_ave	trb7_1	trb7_1_ave	trb8_1	trb8_1_ave	version	
2	Broyden	0	5.379806795e-06	-86.23799465	-55.90814815	5.521653595	YY	0	0.001479692741	8	0.5258302922	0	self-energy/D/M	sharp_wc_2_b_50	-0.1839504481	1.97952859	-3.261521876	1.31421402	-3.171605413	1.852697862	-3.192387805	1.812722607	-0.148381863	1.295194646	-3.296634992	1.719059973	-3.29612255	1.717158983	-0.1487220337	1.295469771	0	0.4841784989	2.981481481	2	1.210162038	a248bdd	2x2_2C_8b_C2v_L	9.97	1.510091769	2	1.694340569	1.0007081157427886	0.9999999999999998	0.0005549367428	0.0006349791201	-0.002816191135	-0.03091685773	-0.05388417063	0.1325688484	-0.1519491452	0.3781740493	0.2367433858	-2.646507446	-0.0004212904606	0.0006021425556	-0.0005569377385	0.0007805425288	-0.2368907657	2.646366164	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.01176733646	0.04825204341	0.01012681575	-0.04561399162	2.125296579	-0.9331727218	0.5645373843	-0.5914879896	-0.01512540815	0.002755344904	1.453367539	-0.4323662776	-1.337171158	0.09846037681	1.941463142	-0.5716620141	-0.01038509633	0.0234563488	-0.01161823019	0.02491185083	1.100255754	-0.239614335	-1.67769266	0.3571841677	1.980467592	-0.4312942147	-1.519243992	0.3233000041	0.01106886833	-0.02465544312	0.01089615117	-0.02335371409	-0.0119555766	0.04749462782	0.01130160463	-0.04623868613	2.230177392	-0.9296490539	2.408328973	-0.6798265158	0.007591776615	0.0004830650901	0.4421578809	-0.3901716392	1.150959706	-0.01280092896	0.5793870499	-0.5170919411	0.01110699073	-0.02468115784	0.01086333185	-0.02358929344	-1.97832693	0.4218209532	1.521007797	-0.3303513861	1.099117067	-0.2343444442	-1.679344748	0.364578328	0.01016707622	-0.02291764197	0.01150675996	-0.02468034665	2024-09-20@09:36	2.148148148	-0.6893110541	1	-5.608307998e-31	-0.3357634931	0.3888888889	-1.387778781e-16	0.1259517888	-0.3033582165	0.3258992806	-0.0006227144615	-0.006043787028	-0.4635286921	1.15428912	0.1579618679	-0.3871623899	4.186723199e-05	0.0008792336195	0.002702453635	0.001302818736	0.002725397295	0.0008769402698	5.155427656e-06	-0.001056198496	v2.7.1	
2	Broyden	0	1.069059175e-06	-86.67527676	-55.98814815	5.52695747	YY	0	0.001685914284	8	0.5290359984	0	self-energy/D/M	sharp_wc_2_b_50	-0.1829287188	1.812454237	-3.27587321	1.317174562	-3.33646388	1.874625882	-3.134393559	1.817922493	-0.1522612256	1.282924113	-3.32902303	1.721300105	-3.324569048	1.718582434	-0.1516149413	1.28223145	0	0.4842782326	2.981481481	2	1.210356027	a248bdd	2x2_2C_8b_C2v_L	9.98	1.513472256	2	1.694634348	0.9994967353739589	1.0	0.0006214481664	-0.001934786357	-0.01196238056	-0.09871346347	-0.0524331552	0.1226474823	-0.1108217337	0.2825938741	0.235932408	-2.628899566	-0.001568158548	0.00131709384	-0.001403772022	0.001288328802	-0.2355815087	2.628460438	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.05314889335	0.1755195152	0.04490516716	-0.1650594607	2.149047989	-0.9165063922	0.6523579529	-0.6060012117	-0.1303961566	0.01397156232	1.360314237	-0.3779667351	-1.278853833	0.07847870013	1.983415709	-0.5651859045	-0.04498365837	0.1010264963	-0.04870410978	0.107120134	1.092659464	-0.2365997576	-1.659210745	0.3518387692	1.989790359	-0.4316313121	-1.545953274	0.3283167382	0.0490928615	-0.1079191769	0.04623422279	-0.1019225414	-0.05073771498	0.1729580941	0.04940817597	-0.1681848741	2.208767159	-0.9091740866	2.437043195	-0.6906395512	0.09658011877	0.0002676144443	0.3795988117	-0.3376619412	1.172505169	-0.02669554929	0.5134936559	-0.5096192093	0.04885161684	-0.1065043383	0.04634299418	-0.1017966947	-1.98834667	0.4201989164	1.548961113	-0.3362160584	1.090399025	-0.230796459	-1.660309452	0.3609549163	0.04496146831	-0.1004101942	0.04863053206	-0.1076122961	2024-09-20@09:44	2.148148148	-0.6889294827	1	3.053113318e-16	-0.335354087	0.3888888889	-1.110223025e-16	0.1258502265	-0.3007153732	0.5067386622	-0.002364718623	-0.01760196771	-0.4775046125	1.158981704	0.1683124975	-0.4067821852	0.000100069236	-0.0009402965424	0.0114993964	0.01083407931	0.0114428239	0.01126195686	-5.585232439e-05	0.0008638351744	v2.7.1	
2	Broyden	0	7.215777272e-06	-86.75850756	-56.06814815	5.541182578	YY	0	0.001578441582	8	0.5306849521	0	self-energy/D/M	sharp_wc_2_b_50	-0.1817948058	1.783610756	-3.280114833	1.329964963	-3.336313791	1.864284317	-3.13929321	1.82031041	-0.152519168	1.283943276	-3.33502346	1.722805205	-3.326744479	1.719999355	-0.1512663977	1.282932617	0	0.4847717693	2.981481481	2	1.210701992	a248bdd	2x2_2C_8b_C2v_L	9.99	1.515251034	2	1.695473834	0.9994257692270836	0.9999999999999998	0.000646424011	-0.002350675679	-0.01302143665	-0.1028799831	-0.05944224713	0.1389881243	-0.1279025952	0.3257998506	0.2352362353	-2.622604826	-0.001601061233	0.001391768727	-0.001496985462	0.001474368062	-0.2346142816	2.621729145	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.0580802166	0.1885041397	0.04924542259	-0.177400071	2.135259704	-0.9120761789	0.6012708481	-0.5902273212	-0.08550917237	0.01228723412	1.444529716	-0.4061423932	-1.302866064	0.08710782189	1.94091444	-0.5576632837	-0.04913360868	0.1103738291	-0.05327839657	0.1168156813	1.111900889	-0.2393708398	-1.662870293	0.3511345747	1.977930557	-0.4270518837	-1.54098058	0.3261799405	0.05334329799	-0.11759112	0.05069011347	-0.1113391951	-0.0555494903	0.1858088331	0.05416865302	-0.1807644776	2.219205009	-0.9062909664	2.422609555	-0.675334982	0.0504147943	0.002205437705	0.4327814036	-0.3648018006	1.154642247	-0.01772617769	0.5349063468	-0.5052438963	0.05347807961	-0.1164221063	0.05077126346	-0.1114058108	-1.977689153	0.4161480246	1.544888202	-0.3334503812	1.108901957	-0.2339577511	-1.662725789	0.3597814219	0.04917654951	-0.1099500541	0.05316121073	-0.1175191858	2024-09-20@09:52	2.148148148	-0.6874418145	1	1.942890293e-16	-0.3347701501	0.3888888889	5.551115123e-17	0.1256716319	-0.2995734384	0.5381460101	-0.002697454201	-0.01952166926	-0.47234263	1.146924814	0.1671567334	-0.4031833446	9.686941453e-05	-0.0009904163231	0.01242235162	0.01280277348	0.01230857496	0.01299916821	-8.705041101e-05	0.0008800181242	v2.7.1	
12	Broyden	0	-4.445659326e-06	-79.04654917	-56.14814815	5.485246714	YY	0	0.002249325267	8	0.5416960795	0	self-energy/D/M	sharp_wc_2_b_50	-0.05286168488	1.648872432	-3.743454566	1.221730545	0.3133896742	0.1724956333	-2.189362152	1.984697195	-0.1720807057	1.295592746	-3.379896886	1.726500539	-3.38994659	1.726807846	-0.172744277	1.29622669	0	0.4821803845	2.981481481	2	1.209874601	a248bdd	2x2_2C_8b_C2v_L	10	1.527622696	2	1.692055179	0.9985417854935377	0.9999999999999996	-0.001071899661	0.00157046894	-0.0009638012935	0.006092172751	-7.546778205e-06	-0.0002382887477	-9.274146772e-05	0.0002265178954	0.2464786707	-2.686437918	0.0005866968542	0.001597392911	0.0007265081458	0.001309947066	-0.2466352981	2.68607659	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.1783990678	-0.3662141467	-0.1662565501	0.3569655899	2.305267361	-0.857035874	2.255028693	-0.8420876426	0.3524172042	-0.1771599561	0.3514260731	-0.1818730817	-0.9692900108	0.030735544	1.042946751	-0.06134640788	0.01416257493	-0.03217143002	0.01333116832	-0.03206276621	-0.426139578	0.09071936852	-0.35144777	0.07380672703	2.244980301	-0.4776051396	-2.257647839	0.4717505419	-0.01604956278	0.0326831414	-0.01525285091	0.03308375491	0.1707622288	-0.3566026805	-0.184665079	0.3654220607	2.29173013	-0.844081407	2.342666112	-0.8590540112	0.3546277785	-0.1874074477	0.356612213	-0.1823542629	0.9872234283	-0.03228590257	-0.9144940053	0.00154554467	-0.01553753214	0.03186319285	-0.01522508634	0.03257132089	-2.238982723	0.4627493243	2.257927634	-0.4860649791	-0.4258634674	0.08798501879	-0.3524938989	0.07548561758	-0.01345690669	0.03056150923	-0.01290547545	0.03075723098	2024-09-20@10:30	2.148148148	-0.6946701813	1	-4.440892099e-16	-0.3354607852	0.3888888889	5.551115123e-17	0.1257739793	-0.01126248171	0.0647724154	0.00133483092	-0.0005975619364	-0.0005379424915	-0.0002790083414	-0.002952821474	0.006538249592	0.0005935901007	-0.004355625235	-0.004432546676	-0.003784111732	-0.004339277101	-0.004510262709	-0.0005509446856	0.004512758496	v2.7.1	
1	Broyden	0	1.312665208e-05	-87.20591973	-56.22814815	5.569592356	YY	0	0.001656784005	8	0.5343698326	0	self-energy/D/M	sharp_wc_2_b_50	-0.1850203457	1.649827919	-3.32649107	1.350681127	-3.095101078	1.866527496	-3.28848179	1.823322304	-0.1644333679	1.272661758	-3.412096725	1.730811529	-3.416332103	1.729946273	-0.1651319399	1.273200425	0	0.4858065694	2.981481481	2	1.211384907	a248bdd	2x2_2C_8b_C2v_L	10.01	1.519048576	2	1.697191344	1.0008556123977204	0.9999999999999998	0.001097039801	-0.003796832003	0.0201272331	0.1084067299	-0.04408241876	0.1168998478	-0.1577303768	0.3798561259	0.2352944591	-2.577326661	0.001312381857	-0.001055030154	0.0009639435993	-0.0005510708173	-0.2356574547	2.577561329	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.09750847182	-0.2542027521	-0.08500928476	0.2397638539	2.214791432	-0.8950939129	0.6156020127	-0.5796228955	-0.0005174417258	-0.008927395454	1.372435297	-0.3843264388	-1.21144108	0.03508750971	1.985302809	-0.5511547593	0.08315666121	-0.1819452967	0.08710148438	-0.1867153926	1.251681835	-0.2643040985	-1.581016129	0.3250522	1.912428781	-0.4033932246	-1.646450499	0.3380333092	-0.08813300344	0.1885352324	-0.08560098942	0.18242298	0.09425234428	-0.250085881	-0.0932270178	0.245343297	2.151203258	-0.88251429	2.433092115	-0.6644955249	0.03395379138	-0.004922177602	0.3453137348	-0.3488748947	1.313284811	-0.07114447885	0.5777839469	-0.4960300082	-0.08771812844	0.1872207493	-0.08572804422	0.1832332961	-1.908993587	0.3934279309	1.647498644	-0.3464446871	1.250854003	-0.2573591801	-1.583811187	0.3326054167	-0.08360658094	0.1810335268	-0.08724420051	0.1875886377	2024-09-20@10:36	2.148148148	-0.6844330089	1	1.110223025e-16	-0.3336752855	0.3888888889	1.110223025e-16	0.1253517526	-0.2959505855	0.698426888	0.003365606808	0.02119626815	-0.4704121289	1.188045492	0.1447591916	-0.3737349197	8.330115066e-05	0.001541321275	-0.01879169257	-0.03731668301	-0.018964491	-0.03736262835	-9.088362615e-05	-0.001506759948	v2.7.1	
1	Broyden	0	-1.975436024e-06	-80.58623576	-56.30814815	5.548201366	YY	0	0.002810235158	8	0.5405909361	0	self-energy/D/M	sharp_wc_2_b_50	-0.2746587094	1.785667264	-3.769486397	1.231395424	-0.09130184203	1.718099068	-2.22314139	1.983888722	-0.1894381614	1.257587383	-3.533542201	1.735064727	-3.534631594	1.735675263	-0.1897263412	1.257815376	0	0.4843158816	2.981481481	2	1.211201251	a248bdd	2x2_2C_8b_C2v_L	10.02	1.526161772	2	1.695517217	1.0000030643372424	0.9999999999999999	-6.487998637e-05	0.0003079734313	0.009687366597	0.05066191305	-0.00870230707	0.05285150638	-6.462013441e-05	0.000226309199	0.2405116812	-2.545701385	-0.0001719207947	-0.0004697524956	-0.0005877446823	-2.546732181e-05	-0.2406833288	2.545993371	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.08702464295	-0.1658414675	-0.09064190759	0.1519393214	2.343996717	-0.8548158608	2.244821888	-0.8326653977	-0.1968659406	0.3458197147	0.161077747	-0.3330365002	-0.9055538952	-0.00550302124	1.06039029	-0.06434245625	0.1124236224	-0.2389167367	0.1119996595	-0.2368745185	1.065871024	-0.2240231353	-0.9931802221	0.2011107074	2.051548921	-0.4310320543	-2.083523149	0.4220178762	-0.1166950951	0.2418990678	-0.1168849002	0.2406276966	0.09108547579	-0.1527663683	-0.08647797819	0.1652920497	2.240413793	-0.8323277227	2.340538304	-0.8546550767	-0.1605027272	0.3325422165	0.1968385344	-0.3460867402	1.066039426	-0.06737188351	-0.9118549833	-0.002344629723	-0.1165858861	0.2404532904	-0.1166280783	0.2423314241	-2.048259421	0.4152074151	2.086963843	-0.4388550359	1.064151535	-0.2152496523	-0.9951074841	0.2088951929	-0.112456927	0.2370171816	-0.11182037	0.2378231173	2024-09-20@10:42	2.148148148	-0.6876314612	1	5.551115123e-17	-0.3333658187	0.3888888889	1.665334537e-16	0.1252965167	-0.3414913307	0.7486437512	0.0005640877171	-0.0002341038745	-0.000192272213	0.001540730231	-0.02687155526	0.07069313521	-2.985206879e-05	-9.727912418e-06	-0.02181210999	-0.07921306266	-0.02205683065	-0.07812263515	3.262711437e-05	0.0001484217849	v2.7.1	
2	Broyden	0	1.392143959e-06	-86.51853385	-56.38814815	5.614064238	YY	0	0.001746864433	8	0.5342540935	0	self-energy/D/M	sharp_wc_2_b_50	-0.1732517314	1.988459531	-3.267253295	1.3014533	-3.16045978	1.864851953	-3.200883748	1.812781335	-0.1469986827	1.321689664	-3.300551171	1.728424427	-3.299799439	1.726453608	-0.1470158678	1.321612403	0	0.487446997	2.981481481	2	1.212352276	a248bdd	2x2_2C_8b_C2v_L	10.03	1.519288245	2	1.699799265	1.000688516161425	0.9999999999999999	0.0005981564572	0.0006946278195	0.001448745578	0.01940482817	-0.04780095249	0.1194045826	-0.1403991139	0.3469598995	0.2349740531	-2.632947003	-0.0001157617241	0.0003351118113	8.156054351e-05	-2.936278927e-05	-0.2349470184	2.63287928	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.005953726694	-0.02786622923	-0.004884670323	0.02666538834	2.161796767	-0.9389157128	0.609490126	-0.6078362751	-0.02610966115	0.0004311820957	1.374985837	-0.405153099	-1.259436384	0.06461404759	1.970082952	-0.5758779849	0.004937668191	-0.01054111614	0.004982448804	-0.01089873975	1.162023696	-0.245539143	-1.627950277	0.3348429921	1.938977638	-0.4098140162	-1.564417251	0.3218277688	-0.005449499702	0.01126166109	-0.005006079704	0.01069182043	0.00539930524	-0.02755547148	-0.005572974246	0.02709356983	2.179224822	-0.9296642725	2.41261467	-0.6929784674	0.02822864948	-0.001207825413	0.3883473021	-0.3673932226	1.221499537	-0.04223037585	0.5573274517	-0.5211107854	-0.005429934272	0.01108598435	-0.004951031004	0.01061678721	-1.936477309	0.3989440028	1.566654334	-0.3301896801	1.160376404	-0.2391148143	-1.629981237	0.3435930926	-0.005024464441	0.0106806398	-0.005206729049	0.01127388533	2024-09-20@10:52	2.148148148	-0.6795068602	1	1.665334537e-16	-0.3321070485	0.3888888889	1.942890293e-16	0.1248103023	-0.2970936527	0.311112112	0.0002189522683	0.003626549228	-0.4588229962	1.143757929	0.1498382421	-0.3737500801	1.807541553e-05	0.0009321321005	-0.001260573844	0.0004433510416	-0.001348017323	0.0006810777094	-2.25091383e-05	-0.0009558593051	v2.7.1	
1	Broyden	0	-1.70456313e-07	-81.18092491	-56.46814815	5.585226376	YY	0	0.003267355629	8	0.543138963	0	self-energy/D/M	sharp_wc_2_b_50	-0.2769459671	1.77321542	-3.796524627	1.235800377	-0.1132173901	1.768873509	-2.263710643	1.980275658	-0.2054208785	1.264655301	-3.573738625	1.742647493	-3.604651453	1.744850323	-0.2064352643	1.26431814	0	0.4856444614	2.981481481	2	1.212042066	a248bdd	2x2_2C_8b_C2v_L	10.04	1.528738747	2	1.69768653	1.0000146377345835	1.0	3.191216938e-05	-0.0005749289406	0.01025125483	0.06921960544	-0.02680541215	0.1812803967	0.0002664987656	-0.0007967563687	0.2431189083	-2.519579652	-0.001834143564	-3.229637701e-05	-0.001815150678	-0.0002934103899	-0.243771538	2.521871971	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.1032672331	-0.2108688252	-0.1124171528	0.1811407574	2.371370474	-0.855285973	2.202090369	-0.8269363055	-0.2160560993	0.3296229533	0.1342562258	-0.3129027965	-0.8570659117	-0.03255908445	1.133269752	-0.09869279616	0.1276385953	-0.2592239956	0.1264088648	-0.2556531645	1.068524416	-0.219512091	-0.8391368531	0.165502868	2.064595289	-0.4224920663	-2.165086119	0.4251673923	-0.132355454	0.2626382558	-0.1325405239	0.2615367486	0.1122440328	-0.1806081778	-0.1027334353	0.2100717186	2.209854457	-0.8278106762	2.377278414	-0.8560677289	-0.1379328075	0.3145881185	0.2184440751	-0.3296286714	1.123046216	-0.0936066668	-0.845101206	-0.03839851746	-0.1314918162	0.2594362669	-0.1311689278	0.261803063	-2.053218074	0.4050875791	2.160039465	-0.4444135635	1.071396384	-0.2101119831	-0.8438858032	0.1723261654	-0.1283965916	0.2574629504	-0.1260857266	0.2570071769	2024-09-20@10:58	2.148148148	-0.6836109662	1	3.885780586e-16	-0.3320200287	0.3888888889	-2.775557562e-17	0.1249169412	-0.3400455198	0.7440427499	0.0001393829629	-1.709760631e-05	0.001264450436	-0.01042049595	-0.03196699852	0.0901204388	0.0001396959714	-0.0008906442636	-0.02151822712	-0.09769877852	-0.02210946065	-0.09567164162	9.893310891e-05	0.0001810936728	v2.7.1	
1	Broyden	0	-3.410925187e-07	-86.64418592	-56.54814815	5.643962189	YY	0	0.001675443697	8	0.5373209955	0	self-energy/D/M	sharp_wc_2_b_50	-0.1704284493	1.963234384	-3.269109175	1.304444508	-3.15263267	1.862333525	-3.210615437	1.815402241	-0.1465768372	1.328791664	-3.30581592	1.731530504	-3.306537739	1.729753389	-0.146564431	1.328539626	0	0.4885040012	2.981481481	2	1.213062506	a248bdd	2x2_2C_8b_C2v_L	10.05	1.52260392	2	1.70156653	1.0006996188109136	0.9999999999999998	0.0006015740114	0.000352081703	-0.003222050743	-0.04776365916	-0.04746381133	0.1173597928	-0.1269489408	0.3160304727	0.2344365197	-2.627828671	-0.0003985009162	0.0005692158145	-0.0001126281618	2.296313249e-05	-0.2344977865	2.6281419	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.01307850436	0.06818995441	0.0114359527	-0.06451064132	2.156017604	-0.9364133509	0.6028395438	-0.6054053083	-0.1018358141	0.007179362096	1.390835261	-0.4129178937	-1.260492989	0.06541016824	1.957380225	-0.5698770585	-0.01165932888	0.02503194436	-0.01245771518	0.02609072753	1.15564442	-0.2414144081	-1.589233142	0.323414359	1.942190199	-0.4058689903	-1.602970218	0.3262035326	0.01266001588	-0.02653680355	0.01222842818	-0.02525815929	-0.01404025543	0.06691607038	0.01281261251	-0.06552048856	2.178760404	-0.9278139231	2.407537709	-0.6893272603	0.09277762894	-0.002802740167	0.4017380563	-0.3736890322	1.21420009	-0.03969051101	0.5537337692	-0.517483259	0.01259210894	-0.02629574918	0.01216101959	-0.02550726402	-1.939112668	0.3951012588	1.604963311	-0.334525317	1.15422823	-0.2352635153	-1.591493481	0.3317112435	0.01172535778	-0.02524696263	0.0125951865	-0.02663990725	2024-09-20@11:05	2.148148148	-0.6763453706	1	4.996003611e-16	-0.3309068616	0.3888888889	3.885780586e-16	0.1244423551	-0.2949794171	0.3359597644	-0.0006860899847	-0.008779992316	-0.4541740195	1.136564908	0.1683373294	-0.4104370546	3.459546336e-05	0.0008341585311	0.003111093728	-0.001742888752	0.003180114679	-0.002042063655	-2.737652658e-05	-0.000931179759	v2.7.1	
1	Broyden	0	-7.994744716e-06	-81.53670629	-56.62814815	5.620629827	YY	0	0.003458350196	8	0.5456933519	0	self-energy/D/M	sharp_wc_2_b_50	-0.2798144964	1.763395183	-3.815257108	1.237709645	-0.1243845114	1.794958081	-2.287488847	1.977740551	-0.2132334717	1.271753056	-3.615740947	1.74855675	-3.612205481	1.749879657	-0.2121389548	1.27170475	0	0.4869332391	2.981481481	2	1.212847985	a248bdd	2x2_2C_8b_C2v_L	10.06	1.531408953	2	1.699781232	0.9998873776643028	0.9999999999999997	-0.0003670826726	-0.003967059834	0.01109628532	0.07952122829	-0.03857864536	0.2691978103	-0.001740228742	0.004662550297	0.2446358605	-2.509697726	-0.003967003678	-0.0003940546564	-0.003079566148	-0.002270569066	-0.2443107192	2.510165663	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.1092332296	-0.2319418087	-0.1251123808	0.1996507325	2.37879839	-0.8541916437	2.183813001	-0.8251916324	-0.225321499	0.3214028203	0.1084691924	-0.2942404025	-0.8436938017	-0.03997839829	1.165749092	-0.1146617467	0.1346291654	-0.265403413	0.1318241623	-0.2600059855	1.1298722	-0.227429445	-0.6589604801	0.1268288577	2.032624996	-0.4100783743	-2.226147452	0.430065627	-0.1370676682	0.2666390186	-0.1377156036	0.2659367455	0.1207799587	-0.1921055327	-0.1119191268	0.2351278889	2.20145188	-0.8260839763	2.392957162	-0.8572307683	-0.1264821061	0.3061170961	0.2304392004	-0.3142582918	1.141485463	-0.1026789647	-0.8128246363	-0.05523138243	-0.1384745704	0.2655936383	-0.137715601	0.268244639	-2.029603557	0.3906955007	2.231529933	-0.4500349458	1.127414895	-0.2170556759	-0.6600830616	0.1330223541	-0.1343468749	0.2631762964	-0.1310628543	0.26155988	2024-09-20@11:11	2.148148148	-0.6797724251	1	3.330669074e-16	-0.3307160046	0.3888888889	2.775557562e-17	0.1245274707	-0.3396353497	0.7447152089	-0.002758621635	0.001404211407	0.005229606423	-0.04232471508	-0.03261535639	0.09617084992	-3.238656385e-05	-0.001499381009	-0.02187494506	-0.1013342399	-0.0213057199	-0.1010521014	-1.757146829e-05	0.001338704247	v2.7.1	
