CDMFT_iterations	CDMFT_method	D	D_1_ave	D_ave	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
2	Broyden	1e-09	-0.0001976347992	-2.658783507e-05	-59.27574753	-108.1362963	4.809354511	YY	8	0.5008464131	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.194323063	2.390005826	0.05649132026	-0.07531163124	1.721103599	-0.2157714541	1.192239335	3.265771367	0.319140665	-0.2150335483	1.191776548	-3.26074357	1.680470003	2.980398177	0.9298063468	0.240719997	0.1481147769	a248bdd	2x2_2C_8b_C2v_L	9.74	1.481665021	2	1.664575619	0.9999999998315496	1.0000000000000002	-1.021035634	0.3441954749	-0.1332737004	1.328676643	0.2648772073	-2.663842503	1.636155777	-1.566962778	0.264466747	-2.663968658	-0.01500416461	-0.06251964868	-2.185817662	3.668425937	0.07864813351	-0.6743765409	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.01403957062	0.04682867686	-0.09595262761	0.3996826445	0.06633532217	-0.5832413433	0.01516163491	0.0637887331	0.06580846033	-0.5788657025	1.634983131	-1.567569864	-0.01673656484	-0.09003739543	-0.3585601561	0.5277558037	2024-09-13@11:38	2.148148148	-0.7482205552	1	-1.801621133e-16	-0.3638286336	0.09259259259	-3.439624234e-16	0.1445397458	v2.7.1	
1	Broyden	1e-09	-0.0004689545155	-6.809976387e-05	-64.32655867	-108.4562963	4.83716675	YY	8	0.503813609	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.195036533	2.343951256	0.05539967549	0.05079573987	0.2994424338	0.21237205	0.8006353104	3.249045661	0.3176081913	-3.261311401	1.68419731	0.214518238	0.7976209976	-2.988304654	1.064565326	0.2386744904	0.1222061536	a248bdd	2x2_2C_8b_C2v_L	9.76	1.48505091	2	1.666242762	0.9999999998460589	0.9999999999999999	-1.012465378	0.333502431	0.08340312762	-0.4176536233	0.05522487006	-0.4831238879	-1.631936223	1.555188488	0.01352935571	0.0518045442	0.05661253779	-0.4938718778	-0.01441618378	-0.08613616411	0.06613071182	-0.5994649959	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.009079478557	-0.03569787688	0.1243367413	-1.271534417	0.264478709	-2.677229437	0.0130499012	0.0489617655	1.634284193	-1.550072166	0.2653755227	-2.676236349	-2.185908026	3.68467271	0.3586807852	-0.4992856303	2024-09-13@11:42	2.148148148	-0.7453768802	1	-8.556875678e-17	-0.3627444707	0.09259259259	1.688619293e-16	0.1440078414	v2.7.1	
3	Broyden	1e-09	-9.485965235e-05	-2.604563269e-05	-65.05228282	-108.2962963	4.815476635	YY	8	0.5031082968	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.194540637	2.290198541	0.05712413745	0.01621107878	0.1536107851	-0.2143825548	1.210265755	-3.225126633	1.683531202	-3.208817982	1.681991723	0.21201602	0.7917294045	2.973114591	0.9571552415	0.2434968804	0.01469636732	a248bdd	2x2_2C_8b_C2v_L	9.75	1.484458221	2	1.665053047	0.9999999998572695	0.9999999999999998	-1.003855026	0.3369637597	-0.02407399616	0.1784930764	-0.2668982788	2.706790036	0.002777308511	0.008780962166	-0.002611746446	-0.008290704245	-0.01007473625	0.08788921496	2.185980487	-3.740260055	-0.01187562051	0.1157148152	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.0007700619028	0.0046412573	0.1328896498	-1.306978322	-0.01039413413	0.09058048286	-1.63004972	1.547634819	1.625790862	-1.551079611	0.2658143435	-2.705077978	0.002845083896	0.01805705199	0.3631019212	-0.3874165412	2024-09-13@11:48	2.148148148	-0.7477263735	1	1.12281347e-17	-0.3634687516	0.09259259259	2.348892513e-16	0.1442217487	v2.7.1	
1	Broyden	1e-09	4.314162026e-05	1.734841928e-05	-52.96313799	-111.0162963	5.0987797	YY	8	0.5236282306	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.201335948	2.360959616	0.04876681059	0.01414327254	0.1363136014	-0.1882047373	1.261934673	3.22048293	0.2994928823	0.1928074591	0.7339288582	3.245935457	0.2966021205	3.001674267	0.9633133771	0.2235323743	0.01651505681	a248bdd	2x2_2C_8b_C2v_L	9.92	1.507203102	2	1.681755897	0.9999999998800555	0.9999999999999998	-1.009649239	0.2949591066	-0.02408479027	0.171271278	-0.2559133972	2.678638336	-1.6121708	1.452222946	-0.01015393374	0.08441158713	-1.618570766	1.444996975	2.163337075	-3.746211542	-0.01122630884	0.1401313507	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.0006647428494	0.004469324256	0.1293129077	-1.215005115	-0.00992311776	0.08351461227	-0.002391606804	-0.005208408922	0.2582574454	-2.680795985	-0.002549717831	-0.005271078151	0.002936781555	0.02599007374	0.3500513539	-0.3787409807	2024-09-13@11:52	2.148148148	-0.7176937803	1	4.171953476e-17	-0.3533918306	0.09259259259	2.776817606e-16	0.1397168613	v2.7.1	
1	Broyden	1e-09	4.295023154e-05	3.123318355e-05	-69.91062188	-109.0962963	4.900535744	YY	8	0.5089169322	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.196586408	-0.0161845616	1.884947139	-2.300093508	1.945628933	-0.2054752123	1.223281563	-3.223991022	1.687631742	0.2058525427	0.7756843049	3.229565627	0.3117414316	-2.973210549	1.039256049	-0.235405717	1.989471425	a248bdd	2x2_2C_8b_C2v_L	9.8	1.490929694	2	1.670108079	0.9999999998760115	0.9999999999999998	0.1326050763	-1.282605556	0.0001554155072	-0.001139397863	-0.2643105027	2.701925357	-0.0008233397824	-0.002190405653	-0.002438889819	0.021139938	1.626402771	-1.521725333	-0.0006110475991	-0.005358879441	-0.3580972834	0.3793492973	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.005960589138	0.04296176447	1.004812657	-0.3227306703	0.00298293892	-0.02586709479	-1.625207006	1.523536019	-0.2642706313	2.70210566	-0.0004472493076	-0.002377516379	-2.177091996	3.744405371	0.00293321682	-0.03096815135	2024-09-13@11:56	2.148148148	-0.7386751159	1	8.443375084e-16	-0.3605311342	0.09259259259	-1.007125981e-17	0.142845279	v2.7.1	
1	Broyden	1e-09	-2.841471554e-05	-1.362733534e-05	-64.09495668	-109.5762963	4.950931553	YY	8	0.512478383	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.197795139	0.01713064703	0.1096046987	-2.312318547	1.947083265	-3.225371305	1.690913724	-0.2007831603	1.23302416	3.230600902	0.3084113821	0.2019560042	0.7659256168	-0.2342167454	1.989916813	2.981144034	0.9616915376	a248bdd	2x2_2C_8b_C2v_L	9.83	1.494879496	2	1.673088365	0.9999999998618307	0.9999999999999998	-0.0001412863742	0.0009857887952	-3.244543498e-05	0.0001354782329	2.577449323e-05	0.0002253327005	-0.2622911426	2.697133835	-1.623771452	1.503988552	2.203641313e-05	-0.0001854729726	0.3565343679	-0.3773557173	2.174162964	-3.74579089	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.1326040579	-1.268545681	1.005767746	-0.3155770501	-1.622389028	1.505753009	-0.0001123677044	0.001098167417	5.348045793e-06	-4.385902732e-05	-0.2628704123	2.69759653	-7.438604344e-05	0.0008515920671	-3.020371662e-05	-0.0001685816784	2024-09-13@12:02	2.148148148	-0.7333233347	1	3.113702904e-16	-0.3587585243	0.09259259259	9.303273694e-17	0.1420435497	v2.7.1	
4	Broyden	1e-09	0.0001642530894	7.569082244e-05	-63.54064874	-107.9762963	4.785216079	YY	8	0.5004800378	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.193779406	-0.01540163056	1.876682059	-2.277144945	1.941732925	-0.215693586	1.201742501	3.222733916	0.3197473067	-3.213564722	1.679236322	-0.2140799413	1.200339836	2.95937145	0.9587056626	0.2430071886	0.01063806766	a248bdd	2x2_2C_8b_C2v_L	9.73	1.481501006	2	1.663308132	0.9999999998595281	0.9999999999999998	0.1348756714	-1.32786257	0.0004039412682	-0.001405559781	0.2687018492	-2.711773579	1.632606086	-1.563487337	0.000263162961	0.0006966540355	-0.26781208	2.710673594	2.186282662	-3.741940499	-0.0002556487903	0.002551305117	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.002605124016	-0.01966320761	-1.003061268	0.342128826	0.0002253629787	-0.001438799388	0.0001267273911	-0.0004297763622	-1.630199532	1.565905718	-0.0006493768278	0.006035997489	1.330118668e-05	0.0005450816504	0.3640367392	-0.384586815	2024-09-13@12:11	2.148148148	-0.7508439842	1	3.256521777e-16	-0.3646368949	0.09259259259	7.908478017e-17	0.1447399266	v2.7.1	
1	Broyden	1e-09	-0.0002086595567	-5.507206882e-05	-69.1901328	-107.3362963	4.718951611	YY	8	0.4957230906	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.192154884	0.0178556585	0.1296351251	-2.260445873	1.939196638	3.214316523	0.3250665385	-0.2191399574	1.187686954	-3.209031253	1.674744714	-0.218837189	1.187848652	-2.947794513	1.041959087	0.2502433298	0.01097066351	a248bdd	2x2_2C_8b_C2v_L	9.69	1.476161131	2	1.659384254	0.9999999998874798	0.9999999999999999	0.002898438606	-0.02142583991	-1.710760836e-05	-0.0003602796433	1.634707134	-1.58923634	0.2701400886	-2.715638817	-0.0002480226276	-0.002961861705	0.2698923646	-2.714733286	0.0004472382997	0.002074153412	0.001768796749	-0.01581690775	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.1365492419	-1.355151795	1.002312004	-0.3544771971	-0.0003610423605	-0.001125492967	-0.001482318784	0.0128449531	-1.633270642	1.589086722	-0.00167020497	0.01584939388	2.190792505	-3.740524166	0.3679179898	-0.388452355	2024-09-13@12:16	2.148148148	-0.7578353301	1	4.028225689e-16	-0.3669658878	0.09259259259	-1.390987102e-16	0.1458497812	v2.7.1	
15	Broyden	1e-09	1.356817922e-05	-8.340181308e-06	-63.48376437	-108.9362963	4.884295727	YY	8	0.5076582461	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.196189825	0.01595731035	0.1142080729	-2.296420954	1.945182679	3.241436977	0.3118116898	0.2096344895	0.7780645046	0.2073763199	0.7795135693	-3.229822754	1.68702777	-0.2365830138	1.989727428	2.971011141	0.9605350264	a248bdd	2x2_2C_8b_C2v_L	9.79	1.489521333	2	1.669160585	0.9999999998238072	0.9999999999999998	-0.0002937951031	0.002165946904	0.0001402976031	-0.0005866279588	1.630926557	-1.525773459	-0.000457920086	0.003675147912	-0.0001818416988	0.001541447051	-1.518822885e-05	-0.0001962926966	0.3590236582	-0.3798703721	2.178236913	-3.744126201	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	0.1329591988	-1.288776204	1.00428603	-0.3249823553	0.0002583051428	-0.0002552101103	0.2664266715	-2.706130536	0.2651117816	-2.704564738	1.627733255	-1.528265995	0.0002203741006	-0.002333475122	1.79553915e-05	0.0004531240362	2024-09-13@12:38	2.148148148	-0.7403799678	1	-4.034181202e-18	-0.3611244367	0.09259259259	1.791680718e-16	0.1431114387	v2.7.1	
1	Broyden	1e-09	-0.0006109426098	-0.0001963008043	-62.98161585	-107.4962963	4.736284963	YY	8	0.4968053919	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.192576331	-0.01743453939	1.869018288	-2.25383366	1.939712505	-3.209470774	1.674730136	0.2153478665	0.8115738194	3.225373689	0.3227767202	0.2193077088	0.8073187673	-0.2474902988	1.988921741	2.948770028	0.9583757601	a248bdd	2x2_2C_8b_C2v_L	9.7	1.477385063	2	1.660407294	0.9999999998368112	0.9999999999999998	0.1358584958	-1.345791191	0.0005093810441	-0.002478085206	-0.0004541032003	-0.001467118159	0.002334130793	-0.01971124511	1.636432498	-1.580426541	0.003602186276	-0.03406079518	0.3664129971	-0.3874156164	2.18875429	-3.740726455	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.007959087273	0.05895680326	1.000217532	-0.3514652107	-1.63231049	1.587444092	0.2683441873	-2.713626565	-0.0007415037259	-0.005960274915	0.2703259979	-2.714961975	-0.003221479859	0.02957152195	-0.000719737132	-0.00429122502	2024-09-13@12:42	2.148148148	-0.7559957364	1	5.057163886e-16	-0.3663698388	0.09259259259	3.738677263e-16	0.1455633561	v2.7.1	
7	Broyden	1e-09	1.203616676e-06	-1.210660594e-05	-68.66797445	-106.8562963	4.667743504	YY	8	0.4923364409	self-energy/D	sharp_wc_2_b_50	2.981481481	2	1.19090266	-0.02075944859	1.8590011	-2.247447476	1.937447796	-3.206628186	1.671171705	0.2226698782	0.8225252947	0.2251105031	0.8204635835	3.217856264	0.3274512717	-2.935266524	1.04224688	-0.2547307602	1.98804999	a248bdd	2x2_2C_8b_C2v_L	9.66	1.472339926	2	1.65634225	0.9999999998765772	0.9999999999999997	0.1370415766	-1.370690504	-0.0007106526814	0.003616099951	-0.001162192323	-0.00644782405	0.005275507353	-0.04800329588	0.005540290464	-0.04986308568	1.639045823	-1.604080549	0.001482121288	0.007794334708	0.3698221829	-0.3914742492	recalcules_de_points_supra.py	R0:S0:1	uncorrelated	-0.01232711495	0.08881200081	-1.001749251	0.3629163711	-1.635938331	1.607505189	0.2714915318	-2.718472634	0.272739767	-2.719818437	-0.001409874987	-0.006081262099	2.192628358	-3.73922396	-0.006459387273	0.0559112575	2024-09-13@12:55	2.148148148	-0.7632646981	1	6.380114425e-17	-0.3687189343	0.09259259259	1.15525188e-16	0.1467164426	v2.7.1	
